class,rdf2vec_tag
fish,<http://dbpedia.org/resource/Rasbora_bankanensis>
insect,<http://dbpedia.org/resource/Micraglossa_straminealis>
bird,<http://dbpedia.org/resource/Smoke-colored_pewee>
fish,<http://dbpedia.org/resource/Gobiodon_citrinus>
bird,<http://dbpedia.org/resource/Stilt>
amphibian,<http://dbpedia.org/resource/Physalaemus_deimaticus>
insect,<http://dbpedia.org/resource/Epicephala_ancylopa>
fish,<http://dbpedia.org/resource/Rhinoraja>
insect,<http://dbpedia.org/resource/Leucanopsis_bactris>
amphibian,<http://dbpedia.org/resource/Eleutherodactylus_rufescens>
bird,<http://dbpedia.org/resource/Norfolk_golden_whistler>
insect,<http://dbpedia.org/resource/Piruna_ceracates>
insect,<http://dbpedia.org/resource/Sorolopha>
bird,<http://dbpedia.org/resource/Dusky-backed_jacamar>
insect,<http://dbpedia.org/resource/Mordella_luteosuturalis>
mammal,<http://dbpedia.org/resource/Darling_Downs_hopping_mouse>
invertebrate,<http://dbpedia.org/resource/Urocaridella_antonbruunii>
mammal,<http://dbpedia.org/resource/Talaud_bear_cuscus>
insect,<http://dbpedia.org/resource/Callidium_angustipennis>
reptile,<http://dbpedia.org/resource/Crested_chameleon>
insect,<http://dbpedia.org/resource/Pseudatemelia_colurnella>
reptile,<http://dbpedia.org/resource/Leiosauridae>
fish,<http://dbpedia.org/resource/Acanthurus_pyroferus>
invertebrate,<http://dbpedia.org/resource/Palaeocarpilius>
fish,<http://dbpedia.org/resource/Psammobatis>
invertebrate,<http://dbpedia.org/resource/Protobranchia>
invertebrate,<http://dbpedia.org/resource/Mago_(spider)>
fish,<http://dbpedia.org/resource/Pucapristis>
invertebrate,<http://dbpedia.org/resource/Ciliopagurus_hawaiiensis>
amphibian,<http://dbpedia.org/resource/Tsinpa_salamander>
reptile,<http://dbpedia.org/resource/Acklins_ground_iguana>
bird,<http://dbpedia.org/resource/Olive-green_camaroptera>
mammal,<http://dbpedia.org/resource/African_wild_ass>
insect,<http://dbpedia.org/resource/Caloptilia_asplenifoliatella>
bird,<http://dbpedia.org/resource/Palaeoapterodytes_ictus>
bird,<http://dbpedia.org/resource/River_kingfishers>
insect,<http://dbpedia.org/resource/Corythoxestis_aletreuta>
insect,<http://dbpedia.org/resource/Hypolimnas_usambara>
fish,<http://dbpedia.org/resource/Oman_bullhead_shark>
mammal,<http://dbpedia.org/resource/Brachytarsomys_mahajambaensis>
invertebrate,<http://dbpedia.org/resource/Cherax_snowden>
invertebrate,<http://dbpedia.org/resource/Pisidium_lilljeborgii>
invertebrate,<http://dbpedia.org/resource/Ectaesthesius>
insect,<http://dbpedia.org/resource/Veturius_transversus>
reptile,<http://dbpedia.org/resource/Liolaemus_kuhlmanni>
bird,<http://dbpedia.org/resource/Javan_tesia>
bird,<http://dbpedia.org/resource/Anserinae>
amphibian,<http://dbpedia.org/resource/Hylarana_tytleri>
invertebrate,<http://dbpedia.org/resource/Ligia_cinerascens>
fish,<http://dbpedia.org/resource/Bronze_darter>
bird,<http://dbpedia.org/resource/Andaman_coucal>
bird,<http://dbpedia.org/resource/Chestnut-throated_seedeater>
invertebrate,<http://dbpedia.org/resource/Porcellio_zarcoi>
fish,<http://dbpedia.org/resource/Trachyglanis_sanghensis>
insect,<http://dbpedia.org/resource/Neoeromene_lutea>
bird,<http://dbpedia.org/resource/Chiriqui_quail-dove>
bird,<http://dbpedia.org/resource/Rainforest_scops_owl>
mammal,<http://dbpedia.org/resource/Japanese_noctule>
mammal,<http://dbpedia.org/resource/Cephalotropis>
bird,<http://dbpedia.org/resource/Common_cactus_finch>
reptile,<http://dbpedia.org/resource/Brachymeles>
amphibian,<http://dbpedia.org/resource/Choerophryne_arndtorum>
bird,<http://dbpedia.org/resource/Ictinia>
invertebrate,<http://dbpedia.org/resource/Buthus_montanus>
bird,<http://dbpedia.org/resource/Styan's_bulbul>
insect,<http://dbpedia.org/resource/Greta_diaphanus>
invertebrate,<http://dbpedia.org/resource/Erigone_(spider)>
mammal,<http://dbpedia.org/resource/Neomys>
amphibian,<http://dbpedia.org/resource/Dendropsophus_juliani>
reptile,<http://dbpedia.org/resource/Typhlops_richardii>
reptile,<http://dbpedia.org/resource/Gray-banded_kingsnake>
fish,<http://dbpedia.org/resource/Green_jack>
bird,<http://dbpedia.org/resource/Plain-backed_antpitta>
insect,<http://dbpedia.org/resource/Anthidiellum_krombeini>
bird,<http://dbpedia.org/resource/Ploceidae>
insect,<http://dbpedia.org/resource/Lamoria_pachylepidella>
mammal,<http://dbpedia.org/resource/African_giant_squirrel>
mammal,<http://dbpedia.org/resource/Khartoum_gerbil>
invertebrate,<http://dbpedia.org/resource/Metellina_segmentata>
fish,<http://dbpedia.org/resource/Alticus_simplicirrus>
invertebrate,<http://dbpedia.org/resource/African_ghost_crab>
mammal,<http://dbpedia.org/resource/Protocetidae>
insect,<http://dbpedia.org/resource/Anatrachyntis_exagria>
insect,<http://dbpedia.org/resource/Isoceras_huberi>
fish,<http://dbpedia.org/resource/Polyipnus>
invertebrate,<http://dbpedia.org/resource/Pseudochactidae>
invertebrate,<http://dbpedia.org/resource/Clynotis>
reptile,<http://dbpedia.org/resource/Eurylepis_poonaensis>
bird,<http://dbpedia.org/resource/Purple-breasted_sunbird>
mammal,<http://dbpedia.org/resource/Asiatic_water_shrew>
insect,<http://dbpedia.org/resource/Eupithecia_spermaphaga>
mammal,<http://dbpedia.org/resource/Yalden's_rat>
amphibian,<http://dbpedia.org/resource/Cane_toad>
reptile,<http://dbpedia.org/resource/Aristelliger>
insect,<http://dbpedia.org/resource/Tolpia_peniculus>
invertebrate,<http://dbpedia.org/resource/Caloglyphus>
reptile,<http://dbpedia.org/resource/Trachylepis_margaritifera>
bird,<http://dbpedia.org/resource/Yellow-breasted_boubou>
fish,<http://dbpedia.org/resource/Areolate_grouper>
invertebrate,<http://dbpedia.org/resource/Mediorhodacarus>
amphibian,<http://dbpedia.org/resource/Hyalinobatrachium_bergeri>
bird,<http://dbpedia.org/resource/Bronze-tailed_comet>
bird,<http://dbpedia.org/resource/Black-chested_fruiteater>
insect,<http://dbpedia.org/resource/Scopula_amphiphracta>
fish,<http://dbpedia.org/resource/Scrawled_butterflyfish>
mammal,<http://dbpedia.org/resource/Didolodus>
mammal,<http://dbpedia.org/resource/Maroon_leaf_monkey>
mammal,<http://dbpedia.org/resource/Ichthyolestes>
insect,<http://dbpedia.org/resource/Coleophora_tetrodonta>
insect,<http://dbpedia.org/resource/Epochrinopsis>
bird,<http://dbpedia.org/resource/Marbled_godwit>
invertebrate,<http://dbpedia.org/resource/Alopecosa_solitaria>
mammal,<http://dbpedia.org/resource/Hinde's_lesser_house_bat>
bird,<http://dbpedia.org/resource/Rufous-sided_honeyeater>
fish,<http://dbpedia.org/resource/Lagocephalus_sceleratus>
invertebrate,<http://dbpedia.org/resource/Corbiculidae>
amphibian,<http://dbpedia.org/resource/Simmons'_tree_frog>
reptile,<http://dbpedia.org/resource/Grand_Comoro_day_gecko>
insect,<http://dbpedia.org/resource/Anandra_celebensis>
insect,<http://dbpedia.org/resource/Hypsopygia_nostralis>
reptile,<http://dbpedia.org/resource/Irwin's_turtle>
invertebrate,<http://dbpedia.org/resource/Papyridea>
bird,<http://dbpedia.org/resource/Rufous_flycatcher>
mammal,<http://dbpedia.org/resource/Slender_tube-nosed_bat>
insect,<http://dbpedia.org/resource/Agylla_pulchristriata>
bird,<http://dbpedia.org/resource/Pale-bellied_hermit>
invertebrate,<http://dbpedia.org/resource/Platymaia>
invertebrate,<http://dbpedia.org/resource/Amaurobius_scopolii>
mammal,<http://dbpedia.org/resource/Praomys_coetzeei>
mammal,<http://dbpedia.org/resource/Seal>
bird,<http://dbpedia.org/resource/Scarlet-rumped_cacique>
amphibian,<http://dbpedia.org/resource/Boulengerula>
invertebrate,<http://dbpedia.org/resource/Antarctic_krill>
invertebrate,<http://dbpedia.org/resource/Atlantic_surf_clam>
reptile,<http://dbpedia.org/resource/Erythrolamprus_ocellatus>
insect,<http://dbpedia.org/resource/Micrurapteryx>
reptile,<http://dbpedia.org/resource/Bothriechis_schlegelii>
mammal,<http://dbpedia.org/resource/Hippopotamus_antiquus>
bird,<http://dbpedia.org/resource/Rufous-headed_ground_roller>
invertebrate,<http://dbpedia.org/resource/Nukuhiva>
invertebrate,<http://dbpedia.org/resource/Oedicerotidae>
bird,<http://dbpedia.org/resource/Aethia>
mammal,<http://dbpedia.org/resource/Giant_otter>
bird,<http://dbpedia.org/resource/Summer_tanager>
reptile,<http://dbpedia.org/resource/Gigantatypus>
amphibian,<http://dbpedia.org/resource/Small_toadlet>
bird,<http://dbpedia.org/resource/Short-clawed_lark>
mammal,<http://dbpedia.org/resource/Drouhard's_shrew_tenrec>
insect,<http://dbpedia.org/resource/Nyctemera_sonticum>
reptile,<http://dbpedia.org/resource/Iranian_fat_tailed_gecko>
mammal,<http://dbpedia.org/resource/Pogonodon>
amphibian,<http://dbpedia.org/resource/Microhyla_petrigena>
reptile,<http://dbpedia.org/resource/Xenopholis_scalaris>
fish,<http://dbpedia.org/resource/Alburnus_volviticus>
bird,<http://dbpedia.org/resource/Chestnut_wattle-eye>
mammal,<http://dbpedia.org/resource/Honduran_white_bat>
invertebrate,<http://dbpedia.org/resource/Chama_congregata>
insect,<http://dbpedia.org/resource/Orthaga_roseiplaga>
fish,<http://dbpedia.org/resource/Barilius_ornatus>
amphibian,<http://dbpedia.org/resource/Leptodactylus_knudseni>
reptile,<http://dbpedia.org/resource/Pseudocerastes>
bird,<http://dbpedia.org/resource/Red-winged_starling>
bird,<http://dbpedia.org/resource/Ashy-headed_babbler>
fish,<http://dbpedia.org/resource/Nettenchelys>
fish,<http://dbpedia.org/resource/Cephalopholis>
fish,<http://dbpedia.org/resource/Titan_triggerfish>
invertebrate,<http://dbpedia.org/resource/Oobunus>
bird,<http://dbpedia.org/resource/Berylline_hummingbird>
invertebrate,<http://dbpedia.org/resource/Chaceon_fenneri>
mammal,<http://dbpedia.org/resource/Green_monkey>
mammal,<http://dbpedia.org/resource/Chevrotain>
bird,<http://dbpedia.org/resource/Variable_wheatear>
amphibian,<http://dbpedia.org/resource/Yule_Island_tree_frog>
amphibian,<http://dbpedia.org/resource/Werneria_mertensiana>
fish,<http://dbpedia.org/resource/Schizothorax_myzostomus>
invertebrate,<http://dbpedia.org/resource/Opisthacanthus_capensis>
insect,<http://dbpedia.org/resource/Ceromitia_chrysomitra>
insect,<http://dbpedia.org/resource/Doritites_bosniackii>
invertebrate,<http://dbpedia.org/resource/Grapsus_grapsus>
bird,<http://dbpedia.org/resource/Hainan_partridge>
mammal,<http://dbpedia.org/resource/Carriker's_round-eared_bat>
reptile,<http://dbpedia.org/resource/St._Lucia_threadsnake>
bird,<http://dbpedia.org/resource/Neanis>
mammal,<http://dbpedia.org/resource/Mountain_tapir>
fish,<http://dbpedia.org/resource/Gulf_menhaden>
mammal,<http://dbpedia.org/resource/Climacoceras>
fish,<http://dbpedia.org/resource/Ambassis_miops>
fish,<http://dbpedia.org/resource/Line-spotted_barb>
fish,<http://dbpedia.org/resource/Nannocampus>
reptile,<http://dbpedia.org/resource/Brown_skink>
mammal,<http://dbpedia.org/resource/Gaur>
fish,<http://dbpedia.org/resource/American_halfbeak>
mammal,<http://dbpedia.org/resource/Lesser_bushbaby>
bird,<http://dbpedia.org/resource/Red-mantled_rosefinch>
mammal,<http://dbpedia.org/resource/Northern_little_yellow-eared_bat>
bird,<http://dbpedia.org/resource/Long-tailed_hawk>
invertebrate,<http://dbpedia.org/resource/Lygromma>
mammal,<http://dbpedia.org/resource/Macruromys>
mammal,<http://dbpedia.org/resource/Malayan_tiger>
fish,<http://dbpedia.org/resource/Ptychodontidae>
mammal,<http://dbpedia.org/resource/Seminole_bat>
invertebrate,<http://dbpedia.org/resource/Babycurus>
amphibian,<http://dbpedia.org/resource/Daruma_pond_frog>
invertebrate,<http://dbpedia.org/resource/Roeweritta>
fish,<http://dbpedia.org/resource/Manytooth_conger>
invertebrate,<http://dbpedia.org/resource/Psilochorus>
reptile,<http://dbpedia.org/resource/Flatback_sea_turtle>
amphibian,<http://dbpedia.org/resource/Ptychohyla_salvadorensis>
insect,<http://dbpedia.org/resource/Metarbela_bueana>
insect,<http://dbpedia.org/resource/Psilocorsis_minerva>
invertebrate,<http://dbpedia.org/resource/Horstiella>
bird,<http://dbpedia.org/resource/Streaked_tuftedcheek>
insect,<http://dbpedia.org/resource/Nephelodes_minians>
fish,<http://dbpedia.org/resource/Novaculops>
insect,<http://dbpedia.org/resource/Lophophelma_costistrigaria>
fish,<http://dbpedia.org/resource/Rhombodus>
fish,<http://dbpedia.org/resource/Ctenochaetus_binotatus>
insect,<http://dbpedia.org/resource/Cyclotorna_diplocentra>
insect,<http://dbpedia.org/resource/Anaea_aidea>
reptile,<http://dbpedia.org/resource/Kinosternon_pojoaque>
reptile,<http://dbpedia.org/resource/Lygosoma_veunsaiensis>
fish,<http://dbpedia.org/resource/Paradoxoglanis_caudivittatus>
reptile,<http://dbpedia.org/resource/Puerto_Rican_crested_anole>
mammal,<http://dbpedia.org/resource/Greater_spear-nosed_bat>
insect,<http://dbpedia.org/resource/Kristin's_false_shieldback>
bird,<http://dbpedia.org/resource/African_finfoot>
insect,<http://dbpedia.org/resource/Cephetola_overlaeti>
bird,<http://dbpedia.org/resource/Montezuma_quail>
amphibian,<http://dbpedia.org/resource/Hypsiboas_riojanus>
insect,<http://dbpedia.org/resource/Nicrophorini>
mammal,<http://dbpedia.org/resource/Tiang_(antelope)>
bird,<http://dbpedia.org/resource/Chestnut-winged_chachalaca>
insect,<http://dbpedia.org/resource/Kerbela_turcomanica>
insect,<http://dbpedia.org/resource/Copromorpha_hyphantria>
amphibian,<http://dbpedia.org/resource/Peltobatrachus>
amphibian,<http://dbpedia.org/resource/Pelophylax_fukienensis>
fish,<http://dbpedia.org/resource/Leporacanthicus_galaxias>
invertebrate,<http://dbpedia.org/resource/Alabama_pearl_shell>
fish,<http://dbpedia.org/resource/Antennablennius_ceylonensis>
reptile,<http://dbpedia.org/resource/Giant_musk_turtle>
insect,<http://dbpedia.org/resource/Evergestis_nolentis>
reptile,<http://dbpedia.org/resource/Saw-shelled_turtle>
mammal,<http://dbpedia.org/resource/Pliolophus>
mammal,<http://dbpedia.org/resource/Pygmy_flying_squirrel>
bird,<http://dbpedia.org/resource/Mexican_sheartail>
insect,<http://dbpedia.org/resource/Macrobathra_notomitra>
fish,<http://dbpedia.org/resource/Longspine_snipefish>
fish,<http://dbpedia.org/resource/Divandu_albimarginatus>
invertebrate,<http://dbpedia.org/resource/Trombidium_clavipes>
insect,<http://dbpedia.org/resource/Nasonia>
reptile,<http://dbpedia.org/resource/Afrotyphlops_schlegelii>
bird,<http://dbpedia.org/resource/Branta>
bird,<http://dbpedia.org/resource/Pale-breasted_thrush>
insect,<http://dbpedia.org/resource/Tapinoma_luffae>
insect,<http://dbpedia.org/resource/Glaphyria_stellaspina>
mammal,<http://dbpedia.org/resource/Antrozoini>
bird,<http://dbpedia.org/resource/Purple-bellied_lory>
amphibian,<http://dbpedia.org/resource/Arthroleptis_sylvaticus>
bird,<http://dbpedia.org/resource/Malindi_pipit>
fish,<http://dbpedia.org/resource/Paramisgurnus_dabryanus>
insect,<http://dbpedia.org/resource/Gauruncus_argillus>
reptile,<http://dbpedia.org/resource/Serpent_Island_gecko>
fish,<http://dbpedia.org/resource/Acentrophryne>
mammal,<http://dbpedia.org/resource/Bishop's_slender_opossum>
invertebrate,<http://dbpedia.org/resource/Trombidium_hyperi>
insect,<http://dbpedia.org/resource/Exapion>
insect,<http://dbpedia.org/resource/Eurycantha_horrida>
fish,<http://dbpedia.org/resource/Palaeobalistum_goedeli>
invertebrate,<http://dbpedia.org/resource/Hoffmannius_spinigerus>
insect,<http://dbpedia.org/resource/Acanthosoma_labiduroides>
amphibian,<http://dbpedia.org/resource/Hyla>
insect,<http://dbpedia.org/resource/Mirosternus_elongatulus>
bird,<http://dbpedia.org/resource/Antillean_siskin>
invertebrate,<http://dbpedia.org/resource/Portia_schultzi>
mammal,<http://dbpedia.org/resource/Lavocatia>
reptile,<http://dbpedia.org/resource/Atropoides_nummifer_mexicanus>
reptile,<http://dbpedia.org/resource/Gambelia>
mammal,<http://dbpedia.org/resource/Gray-bellied_pygmy_mouse>
bird,<http://dbpedia.org/resource/Blue-fronted_lancebill>
fish,<http://dbpedia.org/resource/Spicara_smaris>
fish,<http://dbpedia.org/resource/Astatotilapia_desfontainii>
invertebrate,<http://dbpedia.org/resource/Metadentobunus>
amphibian,<http://dbpedia.org/resource/Legler's_stream_frog>
insect,<http://dbpedia.org/resource/Cupidesthes_leonina>
invertebrate,<http://dbpedia.org/resource/Feaelloidea>
invertebrate,<http://dbpedia.org/resource/Philodromus_vulgaris>
bird,<http://dbpedia.org/resource/Huahine_rail>
bird,<http://dbpedia.org/resource/Clibanornis>
bird,<http://dbpedia.org/resource/Fraser's_eagle-owl>
fish,<http://dbpedia.org/resource/Leptojulis>
invertebrate,<http://dbpedia.org/resource/Theraphosinae>
fish,<http://dbpedia.org/resource/Daisy_stingray>
fish,<http://dbpedia.org/resource/Pseudamia_hayashii>
mammal,<http://dbpedia.org/resource/Tiliger>
bird,<http://dbpedia.org/resource/Australasian_gannet>
bird,<http://dbpedia.org/resource/Cream-coloured_courser>
mammal,<http://dbpedia.org/resource/Tapiroidea>
insect,<http://dbpedia.org/resource/Hellinsia_paraochracealis>
reptile,<http://dbpedia.org/resource/Southern_water_skink>
insect,<http://dbpedia.org/resource/Xyletobius_gossypii>
amphibian,<http://dbpedia.org/resource/Chiasmocleis_ventrimaculata>
bird,<http://dbpedia.org/resource/Blue_duck>
mammal,<http://dbpedia.org/resource/Geoxus>
invertebrate,<http://dbpedia.org/resource/Spermophorides>
amphibian,<http://dbpedia.org/resource/Pseudoeurycea_boneti>
bird,<http://dbpedia.org/resource/Usambara_thrush>
invertebrate,<http://dbpedia.org/resource/Myobia>
mammal,<http://dbpedia.org/resource/Large_bamboo_rat>
reptile,<http://dbpedia.org/resource/Leptotyphlops_munoai>
mammal,<http://dbpedia.org/resource/Dendrogale>
mammal,<http://dbpedia.org/resource/Champion's_tree-mouse>
invertebrate,<http://dbpedia.org/resource/Acantholycosa_katunensis>
mammal,<http://dbpedia.org/resource/South_Andean_deer>
amphibian,<http://dbpedia.org/resource/Australerpeton>
amphibian,<http://dbpedia.org/resource/Dendropsophus_virolinensis>
bird,<http://dbpedia.org/resource/Eurasian_jay>
insect,<http://dbpedia.org/resource/Aphrosylopsis>
reptile,<http://dbpedia.org/resource/Teius_teyou>
insect,<http://dbpedia.org/resource/Agenjosiana>
mammal,<http://dbpedia.org/resource/Ethiopian_thicket_rat>
bird,<http://dbpedia.org/resource/Long-whiskered_owlet>
invertebrate,<http://dbpedia.org/resource/Panulirus_pascuensis>
bird,<http://dbpedia.org/resource/Taiwan_partridge>
invertebrate,<http://dbpedia.org/resource/Barbicambarus_cornutus>
amphibian,<http://dbpedia.org/resource/Osteocephalus_leoniae>
invertebrate,<http://dbpedia.org/resource/Nucula>
invertebrate,<http://dbpedia.org/resource/Trochosa_ruricola>
fish,<http://dbpedia.org/resource/Skygazer_shiner>
mammal,<http://dbpedia.org/resource/Palaeosyops>
reptile,<http://dbpedia.org/resource/Stoliczkia_khasiensis>
amphibian,<http://dbpedia.org/resource/Cochranella_nola>
invertebrate,<http://dbpedia.org/resource/Odontodactylus>
reptile,<http://dbpedia.org/resource/Macrovipera_deserti>
insect,<http://dbpedia.org/resource/Disphragis_sobolis>
mammal,<http://dbpedia.org/resource/Pristine_mustached_bat>
